Id,SalePrice
1461,116590.82642336954
1462,147558.57765557017
1463,178201.34995950566
1464,199789.36350017192
1465,197765.6916884733
1466,170794.10947922495
1467,186981.98742697542
1468,159999.38694091584
1469,193176.069471737
1470,116915.9384044993
1471,184258.0660656171
1472,100195.00995702101
1473,95157.38231208712
1474,143459.2220598155
1475,108513.48395146607
1476,348883.9529309103
1477,248917.69050047646
1478,298345.30463291827
1479,300527.76382688613
1480,482145.361012593
1481,322410.6478154377
1482,218154.68062267883
1483,176050.8814525543
1484,161345.12321184648
1485,197531.2780965421
1486,192327.58750009935
1487,330914.4196677782
1488,237538.79873975992
1489,188597.24167671043
1490,239719.9342312438
1491,194691.24244817134
1492,91326.13198895186
1493,195367.7164827706
1494,294031.8166883014
1495,285896.0834365571
1496,233610.34013922824
1497,179207.2098727432
1498,168750.44117262212
1499,160541.59913440104
1500,157640.26863532912
1501,175757.3710102438
1502,147052.16093793436
1503,284945.28419886576
1504,242832.06702318156
1505,225344.17609519133
1506,189005.84895124784
1507,245118.09560525545
1508,198547.4705523368
1509,158650.36661476188
1510,141778.40073126086
1511,148355.7784145759
1512,177246.20583548016
1513,157063.05091401737
1514,152210.2678759194
1515,184354.9592794964
1516,154527.72358722275
1517,176010.83717911327
1518,129227.77791367909
1519,211196.94362331586
1520,125139.27019482224
1521,127382.85754229929
1522,172008.8536639289
1523,112659.46409503525
1524,124034.13139249702
1525,118030.55358570674
1526,112113.14969113842
1527,107909.88997937569
1528,144133.38703405677
1529,146595.34868810416
1530,202521.43494386657
1531,109253.0503294339
1532,96710.61995217363
1533,146979.74413915264
1534,127899.09995462626
1535,148024.73683102813
1536,108739.96831622737
1537,60998.90249747117
1538,146149.14511559138
1539,184889.6455118899
1540,93080.62844228525
1541,135200.1023582211
1542,139114.9050768145
1543,182937.15297689458
1544,87585.29228453404
1545,116362.82845462937
1546,133742.0686103603
1547,124828.61991977275
1548,141089.36158740046
1549,125540.76691632214
1550,132324.59830474627
1551,106335.91845496545
1552,139605.74607918036
1553,146447.91303563406
1554,118295.58826898986
1555,149927.11480408165
1556,86725.62437849319
1557,103910.25745460948
1558,101026.65111037248
1559,62971.23970965208
1560,129876.28103051601
1561,123403.19049591475
1562,131010.0973509135
1563,117366.68045162763
1564,155983.8750076957
1565,145247.34077675315
1566,239668.37149892526
1567,76721.68412419244
1568,234534.51171428073
1569,125265.58737840719
1570,139347.05102608347
1571,120581.57168338918
1572,141434.9992121076
1573,228350.50096307637
1574,118933.11677228853
1575,227405.9675619932
1576,250623.95397212164
1577,178213.49499901565
1578,148475.00162137853
1579,139841.06422417896
1580,197551.23137559922
1581,158320.23758586458
1582,125129.61208882536
1583,280429.12366711843
1584,218633.67374019287
1585,135360.86952102746
1586,69607.10473561542
1587,101261.5893690669
1588,152701.95008100287
1589,96611.08627626942
1590,133162.75354025688
1591,89526.24132159675
1592,112982.69260196284
1593,126059.55538204199
1594,131074.820081299
1595,108352.70497040133
1596,221099.71775056614
1597,195621.78004779463
1598,237290.62233803174
1599,165523.71122290194
1600,156191.07991510825
1601,64984.15378678924
1602,117203.67226192396
1603,71548.48437626104
1604,254184.609225813
1605,238382.48074737142
1606,172359.5058249321
1607,175756.07375757836
1608,212583.73078514467
1609,178523.5895011838
1610,149522.17809863444
1611,139538.46825870968
1612,171741.39050456765
1613,167964.39644020735
1614,128193.25731616194
1615,95858.61539364951
1616,80568.95629153553
1617,96298.65740925338
1618,124991.00271017168
1619,142384.95750235338
1620,147016.4505053364
1621,134781.4631760893
1622,148660.70330872707
1623,247537.52163774584
1624,205127.275399925
1625,116533.93642491987
1626,171629.06243915114
1627,191019.21942283437
1628,280890.8171299719
1629,184510.27997242703
