id,SalePrice
1461,116848.26287698792
1462,141940.55401439752
1463,172548.1495862987
1464,198459.368315182
1465,194296.04770631468
1466,168852.17736546957
1467,184668.02128983266
1468,162070.59179103118
1469,192050.66354291266
1470,117858.10170288525
1471,186845.63303393664
1472,102446.07008001857
1473,96221.61648403085
1474,146679.36180218845
1475,117296.11182846928
1476,351101.70087417954
1477,241102.0368007344
1478,285419.23339074256
1479,287784.5774676105
1480,496877.254460453
1481,322847.08204868715
1482,211244.36999647025
1483,168614.0459012104
1484,166410.4471389743
1485,188923.74061643129
1486,191973.9815217954
1487,328535.29948864225
1488,235692.35660939306
1489,186134.870426745
1490,233029.88584354977
1491,190345.85902600025
1492,90108.35108327844
1493,188009.001886897
1494,283572.77015006536
1495,278034.1573711035
1496,233894.42004947976
1497,178077.2464869246
1498,172386.95449598873
1499,160870.64135507637
1500,155820.72471992846
1501,171474.32019607446
1502,157243.06743626337
1503,281299.38209596876
1504,246877.08455495967
1505,226826.31078065198
1506,189098.34574136368
1507,254680.31842588488
1508,193277.1108433958
1509,158243.74588558503
1510,142084.6391623803
1511,150299.49447484946
1512,172569.07025884624
1513,149461.84469819948
1514,148815.26852698624
1515,187537.18249156908
1516,147807.20934548974
1517,169850.6736844634
1518,129329.61133693226
1519,210097.54456659046
1520,125638.48865269196
1521,126094.31003441116
1522,170891.58553730414
1523,109862.19744754527
1524,118782.10385930132
1525,118116.35402455069
1526,105435.79519799762
1527,109146.46792688082
1528,139938.17031713465
1529,145533.49839849182
1530,203197.10044067775
1531,109616.87412332359
1532,99792.49578826189
1533,142923.13234254206
1534,125338.42512389472
1535,139231.3765616849
1536,107926.16031096331
1537,61568.48478065108
1538,141063.8652337946
1539,181769.38171808765
1540,89195.58892410489
1541,128984.39608130018
1542,132574.61378829464
1543,173411.16420149038
1544,88870.07907917607
1545,112375.67804687498
1546,133116.44435884562
1547,121418.86697743746
1548,135395.0867805919
1549,123007.8161084381
1550,128564.27965133349
1551,108111.17422342765
1552,136786.16009886682
1553,135334.63538435585
1554,119888.25919815637
1555,147385.2330282593
1556,88625.86557623866
1557,98152.45118887063
1558,103310.47096149305
1559,61081.496841894856
1560,130911.46147557918
1561,115932.70030350843
1562,132740.88078844777
1563,119363.80568028352
1564,154257.65052434336
1565,139456.97021497827
1566,231374.88554348706
1567,79248.18481631165
1568,235440.15034067424
1569,119853.8153115105
1570,139895.4019017662
1571,115144.39490943773
1572,139663.76978283463
1573,221241.23465112576
1574,117460.8650129771
1575,221655.21364881317
1576,249412.10477564836
1577,178505.95236005905
1578,142221.07424245356
1579,136387.31918772086
1580,195414.9932593629
1581,155912.51524732306
1582,126270.41389470246
1583,288996.1683360566
1584,221259.99027971685
1585,137088.36961548857
1586,73957.6516787607
1587,102960.88685207553
1588,153671.5144899193
1589,94012.7927588049
1590,133498.22637974579
1591,89563.33639436495
1592,111732.31384892821
1593,130353.9901159948
1594,131574.15915525032
1595,104062.49087156268
1596,219059.29911087506
1597,190976.24521071505
1598,222297.33415817583
1599,168284.54626440164
1600,156464.65982797093
1601,71263.59739342406
1602,114955.52314976526
1603,71978.71424336183
1604,256502.08405433426
1605,239892.6747929355
1606,166888.45059371783
1607,179975.2022755909
1608,210525.75223772487
1609,177140.08759792667
1610,145863.8453094019
1611,134009.9023698558
1612,168385.6443771103
1613,167103.55500262228
1614,126105.1386391331
1615,91257.64405126887
1616,78367.61216175799
1617,95542.02422737046
1618,128965.85207561769
1619,143813.43437599606
1620,158862.40983313965
1621,131357.6607456768
1622,146992.43777628918
1623,253097.54465974632
1624,205627.061783616
1625,118249.85982326814
1626,170485.65455609054
1627,188616.94704368777
1628,280670.06495809386
1629,177236.6000359954
1630,350835.307566875
1631,218613.55295043773
1632,231333.1599483356
1633,176267.19024625744
1634,184856.04599433223
1635,174246.86388765046
1636,154479.93742230706
1637,197347.10201986568
1638,176302.49064994938
1639,189212.48118734942
1640,252257.11928353974
1641,177428.21921110645
1642,241053.22748359718
1643,212924.2667912984
1644,234074.75555806403
1645,211832.83590841867
1646,161104.87897623665
1647,157128.21993422083
1648,130449.50714310308
1649,141646.510960023
1650,115024.24552891724
1651,123016.47326337824
1652,101632.03032068818
1653,104170.15564526463
1654,147318.07606630508
1655,136154.6361339867
1656,138499.5799581517
1657,146924.33524884004
1658,147082.5529132786
1659,126915.47791609449
1660,154744.71369623975
1661,411365.70040206524
1662,404412.8296755988
1663,363964.8339933812
1664,508935.32412764174
1665,300563.7759192408
1666,321049.57337547676
1667,384759.3321625905
1668,348188.8391548367
1669,301465.5233109955
1670,337176.53098695533
1671,259297.23476442596
1672,429944.410290792
1673,287496.6041038961
1674,240136.59062700646
1675,192762.8747560958
1676,190505.0589281099
1677,211912.35443904027
1678,453470.98203800095
1679,384569.1817789405
1680,316652.6377519089
1681,241621.74641980696
1682,312311.65316213353
1683,189869.76547557986
1684,172732.3373274692
1685,173482.99609933686
1686,173047.5525147218
1687,173318.31313050952
1688,187452.77714011128
1689,194288.84359175133
1690,199160.32822941162
1691,189987.29318022745
1692,258982.86608714165
1693,163665.56036820947
1694,183957.64048784587
1695,170341.60380408217
1696,262113.8867093901
1697,176912.49147996242
1698,338650.3502238279
1699,311543.0714477585
1700,252223.3590179226
1701,264589.9717672191
1702,231506.3072561645
1703,233756.19859197125
1704,274165.7277639959
1705,239126.85933442417
1706,292581.74079646793
1707,205483.30961772017
1708,198885.50071581834
1709,258586.1271937412
1710,218887.48033946296
1711,268335.8674706045
1712,251998.53027717498
1713,272798.09156847926
1714,218929.9287152765
1715,206139.83955349
1716,178618.35535436508
1717,176944.14601753902
1718,132289.25505775222
1719,203476.43786121195
1720,237107.29313618346
1721,159994.48501573747
1722,119780.58804819902
1723,151441.82733538368
1724,200183.63399106875
1725,238561.9087518041
1726,181963.3710425904
1727,146063.9941184942
1728,175329.62907683486
1729,164846.48575056304
1730,162887.30677851295
1731,120380.27849149329
1732,128925.95096813249
1733,113204.80984946646
1734,120966.317122288
1735,130544.43426392753
1736,110448.31507882265
1737,300235.0692412462
1738,241912.89203365502
1739,259185.11039967067
1740,208156.27678284404
1741,187041.37432264807
1742,168607.5938283517
1743,180416.30010471094
1744,311494.3109709474
1745,207325.38748066017
1746,185738.14972736224
1747,207985.92560582934
1748,227236.87829010695
1749,140086.30064518462
1750,121680.2739839969
1751,254850.21445396254
1752,118290.15094507445
1753,147255.63233574462
1754,195683.24185359772
1755,155441.83828574794
1756,132203.737411474
1757,121643.37933351932
1758,144202.64779015534
1759,150442.88532203255
1760,163528.38250051113
1761,138968.68310124543
1762,180126.39962561656
1763,178693.6537824117
1764,112175.36215791493
