Id,SalePrice
1461,122941.83803664567
1462,153159.40497181812
1463,182990.41521704293
1464,196791.3507530213
1465,190723.92095732497
1466,172409.90863264905
1467,180416.5969590968
1468,163935.60401081198
1469,189938.3576528355
1470,121916.26575181456
1471,195746.8934581172
1472,97225.69152527506
1473,96878.82183248491
1474,146374.49553407414
1475,114952.76366168754
1476,371254.70020285423
1477,250128.921150172
1478,282010.85351732356
1479,286123.4343677506
1480,501411.3467460959
1481,331076.4227693649
1482,209552.03938711307
1483,174842.62176018197
1484,162056.00496530428
1485,180890.79520702764
1486,195687.84970615857
1487,336589.86385417695
1488,234029.44794675335
1489,195983.03446183912
1490,231605.88430360873
1491,190555.58936753537
1492,89610.26016843392
1493,184618.37379702315
1494,290667.4123338149
1495,280888.3990750958
1496,235195.30218904867
1497,181728.70875873853
1498,167224.6459084706
1499,160985.89495035767
1500,153906.34694702816
1501,174287.08844822535
1502,145114.44444754464
1503,287164.63203125173
1504,241833.9420281548
1505,226474.62971534452
1506,188864.37365547894
1507,255105.69971789743
1508,200863.36479558103
1509,160675.8018107186
1510,142017.1185849319
1511,148350.37778565902
1512,170488.53967067818
1513,141678.54306078912
1514,152861.26203449306
1515,197337.12577028628
1516,153612.9403431879
1517,170507.69782167368
1518,131080.8958844043
1519,220720.24672095524
1520,131574.8331528778
1521,133246.62157008363
1522,174151.13282386848
1523,113598.2642524765
1524,123962.26966565235
1525,120361.13086035909
1526,110714.58787047451
1527,105901.22747454945
1528,140180.88150071743
1529,150071.83281600766
1530,182289.08352247253
1531,106312.81502412038
1532,93020.44715808604
1533,144712.611561137
1534,129506.09743216439
1535,153585.98739416368
1536,110593.17335919276
1537,62560.90295005396
1538,151260.03983609652
1539,185172.20619234873
1540,91143.71873740919
1541,139972.43939647102
1542,139478.8571076151
1543,200374.55837083713
1544,84336.31926859805
1545,110741.94305506123
1546,128498.2144436705
1547,130567.26255510325
1548,137505.0177970772
1549,117432.94324187479
1550,132983.88619674262
1551,109178.51459923643
1552,138064.89803398808
1553,141889.44022975967
1554,114788.37364897196
1555,160157.99455568643
1556,86687.98995620265
1557,100676.27487540129
1558,97954.98604524464
1559,68575.14832430915
1560,133629.49829399123
1561,122483.97201914003
1562,130899.67517752406
1563,118898.9901851052
1564,161068.94304070697
1565,144068.2530110206
1566,239804.138548407
1567,76819.07943929048
1568,227734.4492945206
1569,133061.71529661556
1570,137061.80159614535
1571,124964.49015905132
1572,145649.17584725155
1573,249264.507983261
1574,116743.35292621657
1575,228721.94070164184
1576,237538.9043121814
1577,182785.17041941965
1578,143833.20626473328
1579,143536.9081296882
1580,196249.50172109614
1581,152279.58606820644
1582,123218.5879532111
1583,309598.87050847197
1584,222741.37781219638
1585,137784.41832427733
1586,68669.8061583967
1587,98867.138762578
1588,155538.38230302354
1589,96352.16505662366
1590,134132.23314913904
1591,92987.66902270637
1592,115637.6185436857
1593,123964.11012750436
1594,129304.9887057272
1595,108092.3995893349
1596,227227.325185973
1597,190085.84795716702
1598,215244.81434851384
1599,170164.57820482412
1600,161931.98664559645
1601,65055.86903818323
1602,114082.5619572726
1603,73223.72860252889
1604,265732.07700275007
1605,243491.7281362668
1606,167721.92140972952
1607,174860.28312177662
1608,204240.66927111917
1609,182910.48602933896
1610,150538.6192518146
1611,137007.1626322745
1612,167208.06307174126
1613,165819.50063414586
1614,124426.7759542785
1615,90902.07900261699
1616,77271.45070851037
1617,94583.0973770043
1618,125123.80153964653
1619,141972.65180779423
1620,158919.03999847325
1621,140526.88232268888
1622,141978.5153747138
1623,271210.4102779752
1624,212589.69102759007
1625,117403.01306942647
1626,163087.9256748317
1627,191268.96854783737
1628,281015.0114758959
1629,180581.5925960091
1630,366700.33321212593
1631,223005.71663832752
1632,240890.3634092493
1633,169889.09173787647
1634,187211.6696863647
1635,171422.84950250655
1636,151422.4663799593
1637,200600.93617728527
1638,183232.43503475824
1639,183389.63715202812
1640,259508.09835544467
1641,177180.8285165349
1642,233785.0920794591
1643,221726.84026396504
1644,234744.7352350006
1645,206159.46156799496
1646,158550.20624608797
1647,153901.67462084308
1648,129459.14785212517
1649,142036.66440162406
1650,113919.10063554003
1651,122730.2849103562
1652,96991.65945443392
1653,100423.12623286994
1654,144750.5909558456
1655,139192.45742195842
1656,138808.55223741668
1657,145661.5615863576
1658,141874.04270975234
1659,120994.9538885836
1660,153704.7344677897
1661,453051.676837893
1662,413335.3204613942
1663,384722.0628458359
1664,518726.999113227
1665,301991.8862258099
1666,338631.7304161
1667,393994.9940138072
1668,337796.24239760765
1669,299333.76020670385
